PopID,Year,CountType,FullPopEst,PopCategory,Total,Angler_harvest,Adult,Male,Clip_male,Unclip_male,Female,Clip_female,Unclip_female,Jacks,Clip_jacks,Unclip_jacks,Unk,Wild,lower95CI,upper95CI,SD,CI,Percent_Wild,Hatchery,Percent_Hatchery,Notes
cottonwoodcrk.chin.fall,1954,Carcass survey,N,,1000,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
cottonwoodcrk.chin.fall,1955,Carcass survey,N,,800,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
cottonwoodcrk.chin.fall,1956,Carcass survey,N,,660,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
cottonwoodcrk.chin.fall,1957,Carcass survey,N,,358,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
cottonwoodcrk.chin.fall,1958,Carcass survey,N,,600,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
cottonwoodcrk.chin.fall,1959,Carcass survey,N,,3300,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
cottonwoodcrk.chin.fall,1960,Carcass survey,N,,350,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
cottonwoodcrk.chin.fall,1961,Carcass survey,N,,1500,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
cottonwoodcrk.chin.fall,1962,Aerial redd count,N,,6000,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; original data source  Menchen 1963/Procite Rec 4153
cottonwoodcrk.chin.fall,1963,Carcass survey,N,,3500,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
cottonwoodcrk.chin.fall,1964,Carcass survey,N,,3450,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
cottonwoodcrk.chin.fall,1965,Carcass survey,N,,900,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
cottonwoodcrk.chin.fall,1966,Carcass survey,N,,2900,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
cottonwoodcrk.chin.fall,1967,Carcass survey,N,,600,,492,,,,,,,108,,,,,,,,,,,,Data from GrandTab; Adult/Jack counts from Mills and Fisher 1994/Procite Rec 2292
cottonwoodcrk.chin.fall,1968,Carcass survey,N,,8540,,7754,,,,,,,786,,,,,,,,,,,,Data from GrandTab; Adult/Jack counts from Mills and Fisher 1994/Procite Rec 2292
cottonwoodcrk.chin.fall,1969,Carcass survey,N,,4967,,4371,,,,,,,596,,,,,,,,,,,,Data from GrandTab; original data source  Menchen 1970/Procite Rec 4154; Adult/Jack counts from Mills and Fisher 1994/Procite Rec 2292
cottonwoodcrk.chin.fall,1976,Carcass survey,N,,2427,,2068,,,,,,,359,,,,,,,,,,,,Data from GrandTab; Adult/Jack counts from Mills and Fisher 1994/Procite Rec 2292
cottonwoodcrk.chin.fall,1977,Carcass survey,N,,1512,,1216,,,,,,,296,,,,,,,,,,,,Data from GrandTab; Adult/Jack counts from Mills and Fisher 1994/Procite Rec 2292
cottonwoodcrk.chin.fall,1978,Carcass survey,N,,1120,,888,,,,,,,232,,,,,,,,,,,,Data from GrandTab; Adult/Jack counts from Mills and Fisher 1994/Procite Rec 2292
cottonwoodcrk.chin.fall,1981,Carcass survey,N,,3356,,2034,,,,,,,1322,,,,,,,,,,,,Data from GrandTab; Adult/Jack counts from Mills and Fisher 1994/Procite Rec 2292
cottonwoodcrk.chin.fall,1982,Carcass survey,N,,700,,498,,,,,,,202,,,,,,,,,,,,Data from GrandTab; Adult/Jack counts from Mills and Fisher 1994/Procite Rec 2292
cottonwoodcrk.chin.fall,1983,Carcass survey,N,,1000,,588,,,,,,,412,,,,,,,,,,,,Data from GrandTab; Adult/Jack counts from Mills and Fisher 1994/Procite Rec 2292
cottonwoodcrk.chin.fall,1984,Carcass survey,N,,500,,306,,,,,,,194,,,,,,,,,,,,Data from GrandTab; Adult/Jack counts from Mills and Fisher 1994/Procite Rec 2292
cottonwoodcrk.chin.fall,1985,Carcass survey,N,,400,,324,,,,,,,76,,,,,,,,,,,,Data from Mills and Fisher 1994/Procite Rec 2292
cottonwoodcrk.chin.fall,1986,Carcass survey,N,,600,,532,,,,,,,68,,,,,,,,,,,,Data from Mills and Fisher 1994/Procite Rec 2292
cottonwoodcrk.chin.fall,1987,Carcass survey,N,,600,,383,,,,,,,217,,,,,,,,,,,,Data from Mills and Fisher 1994/Procite Rec 2292
cottonwoodcrk.chin.fall,1988,Carcass survey,N,,120,,103,,,,,,,17,,,,,,,,,,,,Data from Mills and Fisher 1994/Procite Rec 2292
cottonwoodcrk.chin.fall,1989,Carcass survey,N,,700,,558,,,,,,,142,,,,,,,,,,,,Data from Mills and Fisher 1994/Procite Rec 2292
cottonwoodcrk.chin.fall,1990,Carcass survey,N,,175,,156,,,,,,,19,,,,,,,,,,,,Data from Mills and Fisher 1994/Procite Rec 2292
cottonwoodcrk.chin.fall,1991,Carcass survey,N,,676,,602,,,,,,,85,,,,,,,,,,,,Data from GrandTab; Adult/Jack counts from Mills and Fisher 1994/Procite Rec 2292
cottonwoodcrk.chin.fall,1992,Carcass survey,N,,1585,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
cottonwoodcrk.chin.fall,2007,Carcass survey,N,,1250,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
cottonwoodcrk.chin.fall,2008,Carcass survey,N,,510,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
cottonwoodcrk.chin.fall,2009,Carcass survey,N,,1055,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; data are considered preliminary as of 07May2019
cottonwoodcrk.chin.fall,2010,Carcass survey,N,,1137,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; data are considered preliminary as of 07May2019
cottonwoodcrk.chin.fall,2011,Carcass survey,N,,2144,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; data are considered preliminary as of 07May2019
cottonwoodcrk.chin.fall,2012,Carcass survey,N,,2556,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; data are considered preliminary as of 07May2019
cottonwoodcrk.chin.fall,2013,Carcass survey,N,,2774,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; data are considered preliminary as of 07May2019
cottonwoodcrk.chin.fall,2014,Carcass survey,N,,1940,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; data are considered preliminary as of 07May2019
cottonwoodcrk.chin.fall,2015,Carcass survey,N,,604,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; data are considered preliminary as of 07May2019
cottonwoodcrk.chin.fall,2016,Carcass survey,N,,813,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; data are considered preliminary as of 07May2019
cottonwoodcrk.chin.fall,2017,Carcass survey,N,,124,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; data are considered preliminary as of 07May2019
cottonwoodcrk.chin.fall,2018,Carcass survey,N,,453,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; data are considered preliminary as of 07May2019
cottonwoodcrk.chin.latefall,1984,Aerial redd survey,,,400,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
cottonwoodcrk.chin.spr,1973,Unknown,N,,0,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
cottonwoodcrk.chin.spr,1974,Unknown,N,,3,,,,,,,,,,,,,,,,,,,,,Data from Grand Tab
cottonwoodcrk.chin.spr,1975,Unknown,N,,3,,,,,,,,,,,,,,,,,,,,,Data from Grand Tab
cottonwoodcrk.chin.spr,1982,Unknown,N,,0,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
cottonwoodcrk.chin.spr,1989,Snorkel survey,N,,0,,,,,,,,,,,,,,,,,,,,,Data from Grand Tab
cottonwoodcrk.chin.spr,1993,Snorkel survey,N,,1,,,,,,,,,,,,,,,,,,,,,Data from Grand Tab
cottonwoodcrk.chin.spr,1995,Snorkel survey,N,,8,,,,,,,,,,,,,,,,,,,,,Data from Grand Tab
cottonwoodcrk.chin.spr,1996,Snorkel survey,N,,6,,,,,,,,,,,,,,,,,,,,,Data from Grand Tab
cottonwoodcrk.chin.spr,1997,Snorkel survey,N,,0,,,,,,,,,,,,,,,,,,,,,Data from Grand Tab
cottonwoodcrk.chin.spr,1998,Snorkel survey,N,,477,,,,,,,,,,,,,,,,,,,,,Data from Grand Tab
cottonwoodcrk.chin.spr,1999,Snorkel survey,N,,102,,,,,,,,,,,,,,,,,,,,,Data from Grand Tab
cottonwoodcrk.chin.spr,2000,Snorkel survey,N,,122,,,,,,,,,,,,,,,,,,,,,Data from Grand Tab
cottonwoodcrk.chin.spr,2001,Snorkel survey,N,,245,,,,,,,,,,,,,,,,,,,,,Data from Grand Tab
cottonwoodcrk.chin.spr,2002,Snorkel survey,N,,125,,,,,,,,,,,,,,,,,,,,,Data from Grand Tab
cottonwoodcrk.chin.spr,2003,Snorkel survey,N,,73,,,,,,,,,,,,,,,,,,,,,Data from Grand Tab
cottonwoodcrk.chin.spr,2004,Snorkel survey,N,,17,,,,,,,,,,,,,,,,,,,,,Data from Grand Tab
cottonwoodcrk.chin.spr,2005,Snorkel survey,N,,47,,,,,,,,,,,,,,,,,,,,,Data from Grand Tab
cottonwoodcrk.chin.spr,2006,Snorkel survey,N,,55,,,,,,,,,,,,,,,,,,,,,Data from Grand Tab
cowcrk.chin.fall,1959,Carcass survey,N,,680,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
cowcrk.chin.fall,1960,Carcass survey,N,,650,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
cowcrk.chin.fall,1962,Aerial redd count,N,,1500,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; original data source  Menchen 1963/Procite Rec 4153
cowcrk.chin.fall,1964,Carcass survey,N,,1000,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
cowcrk.chin.fall,1965,Carcass survey,N,,1000,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
cowcrk.chin.fall,1966,Carcass survey,N,,7600,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
cowcrk.chin.fall,1967,Carcass survey,N,,520,,426,,,,,,,94,,,,,,,,,,,,Data from GrandTab; Adult/Jack data from Mills and Fisher 1994/Procite Rec 2292
cowcrk.chin.fall,1968,Carcass survey,N,,7540,,6846,,,,,,,694,,,,,,,,,,,,Data from GrandTab; Adult/Jack data from Mills and Fisher 1994/Procite Rec 2292
cowcrk.chin.fall,1969,Carcass survey,N,,5570,,4902,,,,,,,668,,,,,,,,,,,,Data from GrandTab; original data source  Menchen 1970/Procite Rec 4154; Adult/Jack data from Mills and Fisher 1994/Procite Rec 2292
cowcrk.chin.fall,1976,Carcass survey,N,,726,,619,,,,,,,107,,,,,,,,,,,,Data from GrandTab; Adult/Jack data from Mills and Fisher 1994/Procite Rec 2292
cowcrk.chin.fall,1984,Carcass survey,N,,250,,153,,,,,,,97,,,,,,,,,,,,Data from GrandTab; Adult/Jack data from Mills and Fisher 1994/Procite Rec 2292
cowcrk.chin.fall,1985,Carcass survey,N,,300,,243,,,,,,,57,,,,,,,,,,,,Data from Mills and Fisher 1994/Procite Rec 2292
cowcrk.chin.fall,1986,Carcass survey,N,,300,,266,,,,,,,34,,,,,,,,,,,,Data from Mills and Fisher 1994/Procite Rec 2292
cowcrk.chin.fall,1987,Carcass survey,N,,501,,320,,,,,,,181,,,,,,,,,,,,Data from Mills and Fisher 1994/Procite Rec 2292
cowcrk.chin.fall,1988,Carcass survey,N,,200,,172,,,,,,,28,,,,,,,,,,,,Data from Mills and Fisher 1994/Procite Rec 2292
cowcrk.chin.fall,1989,Carcass survey,N,,250,,199,,,,,,,51,,,,,,,,,,,,Data from Mills and Fisher 1994/Procite Rec 2292
cowcrk.chin.fall,1990,Carcass survey,N,,75,,67,,,,,,,8,,,,,,,,,,,,Data from Mills and Fisher 1994/Procite Rec 2292
cowcrk.chin.fall,1991,Carcass survey,N,,250,,219,,,,,,,31,,,,,,,,,,,,Data from Mills and Fisher 1994/Procite Rec 2292
cowcrk.chin.fall,2006,Carcass survey,N,,4209,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
cowcrk.chin.fall,2007,Carcass survey,N,,2044,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.fall,1988,Carcass survey,N,,16,,14,,,,,,,2,,,,,,,,,,,,Data from Mills and Fisher 1994/Procite Rec 2292
deercrk.chin.fall,1989,Carcass survey,N,,358,,285,,,,,,,73,,,,,,,,,,,,Data from GrandTab; Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
deercrk.chin.fall,1993,Carcass survey,N,,72,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.fall,1994,Carcass survey,N,,307,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.fall,1997,Carcass survey,N,,1203,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.fall,1998,Carcass survey,N,,270,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.fall,2004,Carcass survey,N,,300,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.fall,2005,Carcass survey,N,,963,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.fall,2006,Carcass survey,N,,1905,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.fall,2007,Carcass survey,N,,563,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.fall,2008,Redd counts,N,,194,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.fall,2009,Redd counts,N,,58,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; data are considered preliminary as of 07May2019
deercrk.chin.fall,2010,Redd counts,N,,166,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; data are considered preliminary as of 07May2019
deercrk.chin.fall,2011,Redd counts,N,,662,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; data are considered preliminary as of 07May2019
deercrk.chin.fall,2012,Redd counts,N,,873,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; data are considered preliminary as of 07May2019
deercrk.chin.fall,2013,Redd counts,N,,1026,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; data are considered preliminary as of 07May2019
deercrk.chin.fall,2014,Redd counts,N,,849,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; data are considered preliminary as of 07May2019
deercrk.chin.fall,2015,Redd counts,N,,612,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; data are considered preliminary as of 07May2019
deercrk.chin.fall,2016,Redd counts,N,,253,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; data are considered preliminary as of 07May2019
deercrk.chin.fall,2017,Redd counts,N,,106,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; data are considered preliminary as of 07May2019
deercrk.chin.fall,2018,Redd counts,N,,124,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; data are considered preliminary as of 07May2019
deercrk.chin.spr,1941,Counting rack,N,,1000,,,,,,,,,,,,,,,,,,,,,Data from Fry 1961; incomplete count by USFWS at counting racks on Deer Creek
deercrk.chin.spr,1942,Counting rack,N,,1000,,,,,,,,,,,,,,,,,,,,,Data from Fry 1961; incomplete count by USFWS at counting racks on Deer Creek
deercrk.chin.spr,1943,Counting rack,N,,1000,,,,,,,,,,,,,,,,,,,,,Data from Fry 1961; incomplete count by USFWS at counting racks on Deer Creek
deercrk.chin.spr,1944,Counting rack,N,,3000,,,,,,,,,,,,,,,,,,,,,Data from Fry 1961; incomplete count by USFWS at counting racks on Deer Creek
deercrk.chin.spr,1945,Counting rack,N,,3000,,,,,,,,,,,,,,,,,,,,,Data from Fry 1961; incomplete count by USFWS at counting racks on Deer Creek
deercrk.chin.spr,1946,Counting rack,N,,4000,,,,,,,,,,,,,,,,,,,,,Data from Fry 1961; incomplete count by USFWS at counting racks on Deer Creek
deercrk.chin.spr,1947,Counting rack,N,,3000,,,,,,,,,,,,,,,,,,,,,Data from Fry 1961; incomplete count by USFWS at counting racks on Deer Creek
deercrk.chin.spr,1948,Counting rack,N,,2000,,,,,,,,,,,,,,,,,,,,,Data from Fry 1961; incomplete count by USFWS at counting racks on Deer Creek
deercrk.chin.spr,1949,Spawner survey/aerial redd count,N,,1000,,,,,,,,,,,,,,,,,,,,,Data from Fry 1961
deercrk.chin.spr,1950,Spawner survey/aerial redd count,N,,2000,,,,,,,,,,,,,,,,,,,,,Data from Fry 1961
deercrk.chin.spr,1951,Spawner survey/aerial redd count,N,,2000,,,,,,,,,,,,,,,,,,,,,Data from Fry 1961
deercrk.chin.spr,1952,Spawner survey/aerial redd count,N,,2000,,,,,,,,,,,,,,,,,,,,,Data from Fry 1961
deercrk.chin.spr,1953,Spawner survey/aerial redd count,N,,2000,,,,,,,,,,,,,,,,,,,,,Data from Fry 1961
deercrk.chin.spr,1954,Spawner survey/aerial redd count,N,,2000,,,,,,,,,,,,,,,,,,,,,Data from Fry 1961
deercrk.chin.spr,1955,Spawner survey/aerial redd count,N,,3000,,,,,,,,,,,,,,,,,,,,,Data from Fry 1961
deercrk.chin.spr,1956,Spawner survey/aerial redd count,N,,3000,,,,,,,,,,,,,,,,,,,,,Data from Fry 1961
deercrk.chin.spr,1963,Unknown,N,,2302,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,1964,Unknown,N,,2874,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,1970,Carcass survey,N,,2000,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,1971,Carcass survey,N,,1500,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,1972,Carcass survey,N,,400,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,1973,Carcass survey,N,,2000,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,1974,Carcass survey,N,,3500,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,1975,Carcass survey,N,,8500,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,1977,Carcass survey,N,,340,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,1978,Carcass survey,N,,1200,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,1980,Carcass survey,N,,1500,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,1982,Carcass survey,N,,1500,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,1983,Carcass survey,N,,500,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,1985,Snorkel survey,N,,301,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,1986,Dam,N,,543,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,1987,Snorkel survey/Dam counts,N,,200,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,1988,Snorkel survey/Dam counts,N,,371,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,1989,Snorkel survey/Dam counts,N,,84,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,1990,Snorkel survey/Dam counts,N,,496,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,1991,Snorkel survey/Dam counts,N,,479,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,1992,Snorkel survey,N,,209,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,1993,Snorkel survey,N,,259,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,1994,Snorkel survey,N,,485,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,1995,Snorkel survey,N,,1295,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,1996,Snorkel survey,N,,614,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,1997,Snorkel survey,N,,466,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,1998,Snorkel survey,N,,1879,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,1999,Snorkel survey,N,,1591,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,2000,Snorkel survey,N,,637,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,2001,Snorkel survey,N,,1622,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,2002,Snorkel survey,N,,2195,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,2003,Snorkel survey,N,,2759,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,2004,Snorkel survey,N,,804,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,2005,Snorkel survey,N,,2239,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,2006,Snorkel survey,N,,2432,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,2007,Snorkel survey,N,,644,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,2008,Snorkel survey,N,,140,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
deercrk.chin.spr,2009,Snorkel survey,N,,213,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; data are considered preliminary as of 22May2020
deercrk.chin.spr,2010,Snorkel survey,N,,262,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; data are considered preliminary as of 22May2020
deercrk.chin.spr,2011,Snorkel survey,N,,271,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; data are considered preliminary as of 22May2020
deercrk.chin.spr,2012,Snorkel survey,N,,734,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; data are considered preliminary as of 22May2020
deercrk.chin.spr,2013,Snorkel survey,N,,708,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; data are considered preliminary as of 22May2020
deercrk.chin.spr,2014,Snorkel survey,N,,830,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; data are considered preliminary as of 22May2020
deercrk.chin.spr,2015,Snorkel survey,N,,268,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; data are considered preliminary as of 22May2020
deercrk.chin.spr,2016,Snorkel survey,N,,331,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; data are considered preliminary as of 22May2020
deercrk.chin.spr,2017,Snorkel survey,N,,219,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; data are considered preliminary as of 22May2020
deercrk.chin.spr,2018,Snorkel survey,N,,159,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; data are considered preliminary as of 22May2020
deercrk.chin.spr,2019,Snorkel survey,N,,578,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; data are considered preliminary as of 22May2020
deercrk.sthd,1963,Dam count,,,53,,,,,,,,,,,,,,,,,,,,,Data from Anonymous 1990/Procite Rec #5406
deercrk.sthd,1964,Dam count,,,1006,,,,,,,,,,,,,,,,,,,,,Data from Anonymous 1990/Procite Rec #5406
deercrk.sthd,1994,Dam count,,,0,,,,,,,,,,,,,,,,,,,,,Data from Harvey 1995/Procite #3344
dehavencrk.coho,2015,fish/redd estimate,n,dependent,0,,,,,,,,,,,,,0,,,,,,,,
dehavencrk.sthd.win,2015,fish/redd estimate,n,,0,,,,,,,,,,,,,0,,,,,,,,
drycrk.chin.fall,1983,Carcass survey,N,,500,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
drycrk.chin.fall,1985,Carcass survey,N,,25,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
dyecrk.chin.fall,1957,Carcass survey,N,,25,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
dyecrk.chin.fall,1969,Carcass survey,N,,20,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; original data source  Menchen 1970 / Procite Rec 4154
dyecrk.chin.fall,1971,Carcass survey,N,,100,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; Taylor 1972/Procite Rec 4156
dyecrk.chin.fall,1972,Carcass survey,N,,50,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; Taylor 1973/Procite Rec 4157
dyecrk.chin.fall,1973,Carcass survey,N,,153,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; Taylor 1974/Procite Rec 4158
dyecrk.chin.fall,1982,Carcass survey,N,,25,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
featherriv.chin.fall,1963,Carcass survey,N,,33900,,,,,,,,,,,,,,,,,,,,,Data are from GrandTab.  Feather River Survey does not provide separate estimates for fall and spring escapement.  Spring-run estimates are included with fall-run estimates.
featherriv.chin.fall,1964,Carcass survey,N,,32400,,,,,,,,,,,,,,,,,,,,,Data are from GrandTab.  Feather River Survey does not provide separate estimates for fall and spring escapement.  Spring-run estimates are included with fall-run estimates.
featherriv.chin.fall,1965,Carcass survey,N,,19600,,,,,,,,,,,,,,,,,,,,,Data are from GrandTab.  Feather River Survey does not provide separate estimates for fall and spring escapement.  Spring-run estimates are included with fall-run estimates.
featherriv.chin.fall,1966,Carcass survey,N,,19000,,,,,,,,,,,,,,,,,,,,,Data are from GrandTab.  Feather River Survey does not provide separate estimates for fall and spring escapement.  Spring-run estimates are included with fall-run estimates.
featherriv.chin.fall,1967,Carcass survey,N,,10100,,6585,,,,,,,3515,,,,,,,,,,,,Data are from GrandTab.  Feather River Survey does not provide separate estimates for fall and spring escapement.  Spring-run estimates are included with fall-run estimates.  Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
featherriv.chin.fall,1968,Carcass survey,N,,12200,,9772,,,,,,,2428,,,,,,,,,,,,Data are from GrandTab.  Feather River Survey does not provide separate estimates for fall and spring escapement.  Spring-run estimates are included with fall-run estimates.  Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
featherriv.chin.fall,1969,Carcass survey,N,,56200,,36305,,,,,,,19895,,,,,,,,,,,,"Data are from GrandTab.  Original data source (Menchen 1970 / Procite Rec 4154) lists escapement as 56,400 instead of 56,200 listed in GrandTab.  Feather River Survey does not provide separate estimates for fall and spring escapement.  Spring-run estimate"
featherriv.chin.fall,1970,Carcass survey,N,,58170,,44675,,,,,,,13495,,,,,,,,,,,,Data are from GrandTab.  Feather River Survey does not provide separate estimates for fall and spring escapement.  Spring-run estimates are included with fall-run estimates.  Menchen 1971/Procite Rec 4155.  Adult/Jacks data from Mills and Fisher 1994/Proc
featherriv.chin.fall,1971,Carcass survey,N,,43500,,33495,,,,,,,10005,,,,,,,,,,,,Data are from GrandTab.  Feather River Survey does not provide separate estimates for fall and spring escapement.  Spring-run estimates are included with fall-run estimates.  Taylor 1972/Procite Rec 4156.  Adult/Jacks data from Mills and Fisher 1994/Procite
featherriv.chin.fall,1972,Carcass survey,N,,43200,,26957,,,,,,,16243,,,,,,,,,,,,Data are from GrandTab.  Feather River Survey does not provide separate estimates for fall and spring escapement.  Spring-run estimates are included with fall-run estimates.  Taylor 1973/Procite Rec 4157.  Adult/Jacks data from Mills and Fisher 1994/Procite
featherriv.chin.fall,1973,Carcass survey,N,,65100,,51429,,,,,,,13671,,,,,,,,,,,,Data are from GrandTab.  Feather River Survey does not provide separate estimates for fall and spring escapement.  Spring-run estimates are included with fall-run estimates.  Taylor 1974/Procite Rec 4158.  Adult/Jacks data from Mills and Fisher 1994/Procite
featherriv.chin.fall,1974,Carcass survey,N,,60518,,,,,,,,,,,,,,,,,,,,,Data are from GrandTab.  Feather River Survey does not provide separate estimates for fall and spring escapement.  Spring-run estimates are included with fall-run estimates.
featherriv.chin.fall,1975,Carcass survey,N,,37735,,35131,,,,,,,2604,,,,,,,,,,,,Data are from GrandTab.  Feather River Survey does not provide separate estimates for fall and spring escapement.  Spring-run estimates are included with fall-run estimates.  Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
